tourney_id;tourney_name;surface;draw_size;tourney_level;tourney_date;match_num;winner_id;winner_seed;winner_entry;winner_name;winner_hand;winner_ht;winner_ioc;winner_age;winner_rank;winner_rank_points;loser_id;loser_seed;loser_entry;loser_name;loser_hand;loser_ht;loser_ioc;loser_age;loser_rank;loser_rank_points;score;best_of;round;minutes;w_ace;w_df;w_svpt;w_1stIn;w_1stWon;w_2ndWon;w_SvGms;w_bpSaved;w_bpFaced;l_ace;l_df;l_svpt;l_1stIn;l_1stWon;l_2ndWon;l_SvGms;l_bpSaved;l_bpFaced;;;;;;;;;;;;;;;;;;;;
2013-360;Casablanca;Clay;28;A;20130408;26;104731;2;;Kevin Anderson;R;203;RSA;26.8911704312;29;1190;105373;3;;Martin Klizan;L;190;SVK;23.742642026;32;1120;2-6 6-4 6-2;3;SF;121;8;7;82;53;38;14;13;8;11;4;3;83;48;29;18;13;8;12;;;;;;;;;;;;;;;;;;;;
2014-540;Wimbledon;Grass;128;G;20140623;71;105227;26;;Marin Cilic;R;198;CRO;25.7330595483;29;1350;104890;;;Andreas Haider Maurer;R;190;AUT;27.2553045859;95;589;3-6 6-1 6-4 6-4;5;R64;132;18;2;102;68;60;15;18;3;4;6;4;122;73;48;23;18;10;14;;;;;;;;;;;;;;;;;;;;
2014-1536;Madrid Masters;Clay;56;M;20140504;17;103852;;;Feliciano Lopez;L;188;ESP;32.6214921287;29;1225;105643;;;Federico Delbonis;L;190;ARG;23.5811088296;42;1023;7-6(4) 4-6 6-2;3;R64;127;18;2;105;69;53;19;15;13;14;4;1;85;63;50;11;15;2;4;;;;;;;;;;;;;;;;;;;;
2015-520;Roland Garros;Clay;128;G;20150524;53;105208;24;;Ernests Gulbis;R;190;LAT;26.7323750856;29;1275;104997;;Q;Igor Sijsling;R;190;NED;27.7672826831;166;311;6-4 6-4 7-6(3);5;R128;139;15;5;96;54;42;25;16;4;6;0;1;110;78;50;15;16;5;9;;;;;;;;;;;;;;;;;;;;
2015-429;Stockholm;Hard;28;A;20151019;19;104871;6;;Jeremy Chardy;R;188;FRA;28.681724846;29;1390;105643;;;Federico Delbonis;L;190;ARG;25.0376454483;55;811;6-3 7-6(2);3;R16;;4;4;61;40;34;12;11;1;2;2;2;77;44;31;14;10;4;6;;;;;;;;;;;;;;;;;;;;
2012-D009;Davis Cup WG R1: CZE vs ITA;Hard;4;D;20120210;1;103285;;;Radek Stepanek;R;185;CZE;33.1937029432;30;1195;104312;;;Andreas Seppi;R;190;ITA;27.9589322382;42;980;4-6 6-4 6-3 3-6 6-3;5;RR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012-520;Roland Garros;Clay;128;G;20120527;82;104022;27;;Mikhail Youzhny;R;183;RUS;29.9247091034;30;1210;104898;;;Robin Haase;R;190;NED;25.144421629;39;1010;6-3 7-6(5) 6-4;5;R64;145;4;4;101;63;47;22;16;6;9;5;0;112;70;44;19;15;6;11;;;;;;;;;;;;;;;;;;;;
2012-540;Wimbledon;Grass;128;G;20120625;120;104259;27;;Philipp Kohlschreiber;R;178;GER;28.6926762491;30;1220;104548;;Q;Brian Baker;R;190;USA;27.1540041068;126;438;6-1 7-6(4) 6-3;5;R16;115;23;4;103;66;53;20;15;5;5;7;3;77;56;41;11;13;0;3;;;;;;;;;;;;;;;;;;;;
2012-407;Rotterdam;Hard;32;A;20120213;13;104259;;;Philipp Kohlschreiber;R;178;GER;28.3285420945;30;1185;104719;8;;Marcel Granollers;R;190;ESP;25.839835729;25;1350;6-1 1-6 6-4;3;R32;116;4;2;77;41;26;23;12;6;9;6;2;77;43;31;14;12;1;5;;;;;;;;;;;;;;;;;;;;
2012-311;Queen's Club;Grass;56;A;20120611;4;104731;9;;Kevin Anderson;R;203;RSA;26.0670773443;30;1215;104868;;WC;James Ward;R;190;GBR;25.3360711841;171;297;4-6 6-3 6-4;3;R64;109;16;5;78;54;47;12;15;3;4;12;6;83;57;43;11;14;4;6;;;;;;;;;;;;;;;;;;;;
2013-6242;Winston-Salem;Hard;48;A;20130818;37;104269;7;;Fernando Verdasco;L;188;ESP;29.7604380561;30;1290;104898;;;Robin Haase;R;190;NED;26.3709787817;59;797;6-4 6-7(8) 6-3;3;R16;134;10;9;99;54;46;25;16;3;4;6;4;102;69;52;13;15;5;8;;;;;;;;;;;;;;;;;;;;
2013-741;Eastbourne;Grass;28;A;20130617;14;104926;8;;Fabio Fognini;R;178;ITA;26.0670773443;30;1345;105373;;;Martin Klizan;L;190;SVK;23.9342915811;35;1090;6-7(6) 6-2 6-2;3;R16;121;8;5;100;61;44;19;14;8;11;7;6;95;49;31;18;14;2;9;;;;;;;;;;;;;;;;;;;;
2014-375;Montpellier;Hard;28;A;20140203;7;104792;5;;Gael Monfils;R;193;FRA;27.4250513347;30;1245;103997;;;Lukasz Kubot;R;190;POL;31.7207392197;75;686;6-4 4-6 6-3;3;R32;118;11;1;92;67;56;9;15;6;7;9;5;88;51;38;20;14;6;8;;;;;;;;;;;;;;;;;;;;
2014-337;Vienna;Hard;28;A;20141013;3;103333;6;;Ivo Karlovic;R;208;CRO;35.6221765914;30;1265;105643;;;Federico Delbonis;L;190;ARG;24.0219028063;63;775;6-7(1) 7-6(9) 7-6(2);3;R32;146;29;7;106;77;68;18;18;0;0;13;6;112;63;56;32;18;0;0;;;;;;;;;;;;;;;;;;;;
2014-540;Wimbledon;Grass;128;G;20140623;45;104719;30;;Marcel Granollers;R;190;ESP;28.1971252567;30;1250;103917;;;Nicolas Mahut;R;190;FRA;32.4188911704;54;860;6-4 7-6(6) 6-7(7) 6-4;5;R128;194;19;1;158;103;71;34;22;9;11;10;6;145;88;64;31;22;7;11;;;;;;;;;;;;;;;;;;;;
2015-560;US Open;Hard;128;G;20150831;45;105064;30;;Thomaz Bellucci;L;188;BRA;27.6687200548;30;1190;104868;;;James Ward;R;190;GBR;28.5557837098;135;421;6-1 7-5 6-3;5;R128;;6;4;89;46;36;27;14;5;5;8;5;94;49;37;16;14;7;12;;;;;;;;;;;;;;;;;;;;
2015-404;Indian Wells Masters;Hard;96;M;20150312;77;104586;27;;Lukas Rosol;R;196;CZE;29.6235455168;30;1230;104898;;;Robin Haase;R;190;NED;27.923340178;104;545;6-4 6-7(4) 7-6(3);3;R32;153;8;7;118;64;51;28;17;4;5;9;4;115;56;44;33;17;6;8;;;;;;;;;;;;;;;;;;;;
2015-747;Beijing;Hard;32;A;20151005;21;106058;;;Jack Sock;R;185;USA;23.0280629706;30;1210;104890;;;Andreas Haider Maurer;R;190;AUT;28.5393566051;64;760;6-3 6-1;3;R16;;6;2;41;19;16;16;8;0;0;1;4;48;22;14;11;8;3;7;;;;;;;;;;;;;;;;;;;;
2015-404;Indian Wells Masters;Hard;96;M;20150312;58;104586;27;;Lukas Rosol;R;196;CZE;29.6235455168;30;1230;105373;;;Martin Klizan;L;190;SVK;25.659137577;42;1060;4-6 6-0 6-3;3;R64;112;4;7;100;57;43;19;13;9;11;3;1;75;40;21;19;12;2;7;;;;;;;;;;;;;;;;;;;;
2012-560;US Open;Hard;128;G;20120827;20;103852;30;;Feliciano Lopez;L;188;ESP;30.9349760438;31;1220;104898;;;Robin Haase;R;190;NED;25.3935660507;48;875;6-3 7-5 6-2;5;R128;108;17;3;85;46;39;27;15;1;1;8;4;89;48;33;23;14;8;12;;;;;;;;;;;;;;;;;;;;
2012-520;Roland Garros;Clay;128;G;20120527;52;103898;29;;Julien Benneteau;R;185;FRA;30.4366872005;31;1190;104999;;Q;Mischa Zverev;L;190;GER;24.7665982204;212;243;6-2 6-7(3) 6-4 6-4;5;R128;206;3;10;133;89;61;17;20;10;15;9;6;139;82;45;29;20;17;26;;;;;;;;;;;;;;;;;;;;
2012-410;Monte Carlo Masters;Clay;56;M;20120415;8;103898;;;Julien Benneteau;R;185;FRA;30.3216974675;31;1180;104719;;;Marcel Granollers;R;190;ESP;26.0123203285;25;1305;6-3 3-6 6-2;3;R64;130;0;3;77;57;37;8;13;3;7;1;0;77;47;26;14;13;4;10;;;;;;;;;;;;;;;;;;;;
2012-500;Halle;Grass;28;A;20120611;9;104022;;;Mikhail Youzhny;R;183;RUS;29.9630390144;31;1210;104898;;;Robin Haase;R;190;NED;25.18275154;40;1010;6-3 6-2;3;R32;68;1;2;54;39;31;9;9;2;2;5;2;54;34;22;8;8;7;10;;;;;;;;;;;;;;;;;;;;
2012-404;Indian Wells Masters;Hard;96;M;20120308;39;104053;30;;Andy Roddick;R;188;USA;29.5140314853;31;1210;103997;;;Lukasz Kubot;R;190;POL;29.8042436687;52;871;4-6 7-6(5) 6-3;3;R64;160;7;3;100;63;43;20;15;5;8;7;8;122;72;51;20;16;12;16;;;;;;;;;;;;;;;;;;;;
2012-615;Dusseldorf;Clay;64;A;20120521;16;104678;;;Viktor Troicki;R;193;SRB;26.2751540041;31;1195;104252;;;Florian Mayer;R;190;GER;28.6269678303;35;1145;7-6(6) 6-3;3;RR;93;12;1;81;62;44;8;11;7;9;3;0;66;35;26;14;10;4;7;;;;;;;;;;;;;;;;;;;;
2013-520;Roland Garros;Clay;128;G;20130527;71;104022;29;;Mikhail Youzhny;R;183;RUS;30.9212867899;31;1265;105643;;;Federico Delbonis;L;190;ARG;22.6420260096;125;435;6-3 6-7(5) 7-5 6-4;5;R64;194;5;4;145;100;70;24;22;8;11;2;5;143;82;55;30;21;9;15;;;;;;;;;;;;;;;;;;;;
2013-319;Kitzbuhel;Clay;28;A;20130728;20;104338;2;;Juan Monaco;R;185;ARG;29.3333333333;31;1270;104890;;WC;Andreas Haider Maurer;R;190;AUT;26.3545516769;91;595;6-3 6-4;3;R16;75;0;1;53;33;23;8;9;1;4;5;3;57;26;16;9;10;7;13;;;;;;;;;;;;;;;;;;;;
2013-6242;Winston-Salem;Hard;48;A;20130818;29;104338;8;;Juan Monaco;R;185;ARG;29.3908281999;31;1275;103917;;;Nicolas Mahut;R;190;FRA;31.575633128;80;633;6-7(4) 6-3 6-4;3;R32;146;1;3;100;60;44;25;16;1;2;5;7;111;61;46;24;15;7;10;;;;;;;;;;;;;;;;;;;;
2013-407;Rotterdam;Hard;32;A;20130211;19;105373;;;Martin Klizan;L;190;SVK;23.5893223819;31;1185;104997;;WC;Igor Sijsling;R;190;NED;25.4866529774;77;662;6-2 6-4;3;R16;69;5;0;64;36;26;17;9;7;7;6;0;48;24;19;11;9;3;6;;;;;;;;;;;;;;;;;;;;
2014-560;US Open;Hard;128;G;20140825;87;104468;26;;Gilles Simon;R;183;FRA;29.659137577;31;1180;105643;;;Federico Delbonis;L;190;ARG;23.8877481177;66;775;6-4 3-6 7-5 6-1;5;R64;171;4;8;119;57;43;31;19;7;11;4;2;123;82;49;19;19;8;15;;;;;;;;;;;;;;;;;;;;
2014-451;Doha;Hard;32;A;20131230;30;104792;;;Gael Monfils;R;193;FRA;27.3292265572;31;1230;104252;;;Florian Mayer;R;190;GER;30.2368240931;40;1065;6-3 6-2;3;SF;55;9;4;50;38;29;5;9;1;2;1;1;52;35;19;7;8;6;10;;;;;;;;;;;;;;;;;;;;
2014-495;Dubai;Hard;32;A;20140224;14;104312;;;Andreas Seppi;R;190;ITA;30.0095824778;31;1210;104252;;;Florian Mayer;R;190;GER;30.3901437372;30;1245;4-6 6-1 7-5;3;R32;118;5;2;90;43;30;27;15;6;9;3;2;98;54;30;24;14;12;17;;;;;;;;;;;;;;;;;;;;
2015-403;Miami Masters;Hard;96;M;20150325;55;105053;27;;Santiago Giraldo;R;188;COL;27.318275154;31;1195;104898;;Q;Robin Haase;R;190;NED;27.961670089;98;565;6-2 3-6 6-0;3;R64;92;8;2;65;38;32;14;11;2;3;3;3;82;45;30;15;12;4;9;;;;;;;;;;;;;;;;;;;;
2015-560;US Open;Hard;128;G;20150831;90;104198;31;;Guillermo Garcia Lopez;R;188;ESP;32.2409308693;31;1190;103917;;;Nicolas Mahut;R;190;FRA;33.607118412;64;767;6-4 6-2 6-7(4) 6-1;5;R64;;9;8;125;72;58;26;19;1;3;6;6;126;73;44;24;18;5;12;;;;;;;;;;;;;;;;;;;;
2012-1536;Madrid Masters;Clay;56;M;20120506;17;104312;;;Andreas Seppi;R;190;ITA;28.2080766598;32;1185;103566;;;Michael Llodra;L;190;FRA;31.9698836413;57;785;7-5 6-4;3;R64;85;3;4;79;58;44;8;11;5;6;7;1;71;44;27;13;11;5;8;;;;;;;;;;;;;;;;;;;;
2012-329;Tokyo;Hard;32;A;20121001;7;104678;;;Viktor Troicki;R;193;SRB;26.6392881588;32;1205;104898;;;Robin Haase;R;190;NED;25.4893908282;51;830;6-2 6-3;3;R32;65;12;1;54;31;28;13;9;4;4;1;2;53;27;17;11;8;3;6;;;;;;;;;;;;;;;;;;;;
2012-425;Barcelona;Clay;56;A;20120423;30;104731;13;;Kevin Anderson;R;203;RSA;25.9329226557;32;1170;105643;;Q;Federico Delbonis;L;190;ARG;21.5496235455;133;408;7-6(5) 7-6(5);3;R32;115;5;2;77;55;46;11;12;1;2;5;2;86;61;44;15;12;5;6;;;;;;;;;;;;;;;;;;;;
2012-580;Australian Open;Hard;128;G;20120116;52;104731;30;;Kevin Anderson;R;203;RSA;25.6646132786;32;1190;104233;;Q;Frederik Nielsen;R;190;DEN;28.3887748118;240;197;6-1 6-2 6-4;5;R128;113;5;4;86;55;41;17;13;5;6;0;3;80;48;28;11;12;7;13;;;;;;;;;;;;;;;;;;;;
2013-468;Estoril;Clay;28;A;20130429;3;105332;6;;Benoit Paire;R;196;FRA;23.9753593429;32;1170;104997;;;Igor Sijsling;R;190;NED;25.697467488;70;682;7-6(5) 6-3;3;R32;74;7;5;76;37;29;15;10;6;9;2;2;72;49;28;9;11;3;8;;;;;;;;;;;;;;;;;;;;
2013-2276;Zagreb;Hard;28;A;20130204;15;104022;3;;Mikhail Youzhny;R;183;RUS;30.6146475017;32;1165;104997;;;Igor Sijsling;R;190;NED;25.4674880219;66;732;6-3 6-2;3;R16;69;5;1;53;32;29;11;9;2;2;3;4;67;40;25;12;8;8;11;;;;;;;;;;;;;;;;;;;;
2013-360;Casablanca;Clay;28;A;20130408;23;105373;3;;Martin Klizan;L;190;SVK;23.742642026;32;1120;104898;7;;Robin Haase;R;190;NED;26.006844627;53;805;7-5 6-1;3;QF;80;5;0;70;38;27;20;10;7;7;1;1;50;30;18;11;9;0;3;;;;;;;;;;;;;;;;;;;;
2013-410;Monte Carlo Masters;Clay;56;M;20130414;9;104926;;;Fabio Fognini;R;178;ITA;25.8945927447;32;1135;104312;15;;Andreas Seppi;R;190;ITA;29.1471594798;18;1895;3-6 6-4 6-4;3;R64;118;3;2;84;44;25;19;14;6;12;8;2;91;61;40;9;15;3;10;;;;;;;;;;;;;;;;;;;;
2014-440;s-Hertogenbosch;Grass;32;A;20140615;4;104098;5;;Dmitry Tursunov;R;185;RUS;31.5099247091;32;1200;105614;;;Bradley Klahn;L;190;USA;23.8220396988;73;707;6-3 7-6(3);3;R32;77;8;2;68;46;32;16;11;2;3;6;5;69;44;30;12;10;5;7;;;;;;;;;;;;;;;;;;;;
2014-311;Queen's Club;Grass;56;A;20140609;10;104098;12;;Dmitry Tursunov;R;185;RUS;31.4907597536;32;1200;104997;;;Igor Sijsling;R;190;NED;26.8090349076;58;818;6-3 6-4;3;R64;54;6;1;54;33;26;16;10;2;2;4;4;51;31;23;9;9;1;3;;;;;;;;;;;;;;;;;;;;
2014-6120;Nice;Clay;28;A;20140518;19;104098;5;;Dmitry Tursunov;R;185;RUS;31.4332648871;32;1155;104898;;;Robin Haase;R;190;NED;27.1184120465;50;935;6-3 6-4;3;R16;80;3;1;60;43;35;8;10;2;2;5;3;74;48;31;12;9;6;8;;;;;;;;;;;;;;;;;;;;
2015-580;Australian Open;Hard;128;G;20150119;29;105053;30;;Santiago Giraldo;R;188;COL;27.1457905544;32;1175;103401;;Q;Jan Hernych;R;190;CZE;35.537303217;201;244;6-3 6-2 6-2;5;R128;87;5;2;72;53;43;11;13;2;3;4;1;69;44;23;10;12;6;12;;;;;;;;;;;;;;;;;;;;
2015-5014;Shanghai Masters;Hard;56;M;20151011;19;106401;;;Nick Kyrgios;R;;AUS;20.4599589322;32;1215;104890;;;Andreas Haider Maurer;R;190;AUT;28.5585215606;60;785;6-3 6-2;3;R64;;13;1;46;29;23;12;8;5;5;6;8;68;31;21;14;9;5;9;;;;;;;;;;;;;;;;;;;;
2015-421;Canada Masters;Hard;56;M;20150810;17;105023;;;Sam Querrey;R;198;USA;27.8412046543;32;1165;105373;;;Martin Klizan;L;190;SVK;26.0807665982;37;1100;6-3 6-3;3;R64;;5;4;53;28;25;15;9;3;3;4;5;65;27;19;18;9;5;8;;;;;;;;;;;;;;;;;;;;
2012-741;Eastbourne;Grass;28;A;20120618;27;104053;6;;Andy Roddick;R;188;USA;29.8015058179;33;1190;104312;3;;Andreas Seppi;R;190;ITA;28.3230663929;26;1285;6-3 6-2;3;F;72;5;2;51;38;26;6;9;1;3;1;1;58;47;22;4;8;6;11;;;;;;;;;;;;;;;;;;;;
2013-314;Gstaad;Clay;28;A;20130722;27;104022;6;;Mikhail Youzhny;R;183;RUS;31.0746064339;33;1235;104898;;;Robin Haase;R;190;NED;26.2943189596;57;817;6-3 6-4;3;F;68;4;0;56;34;29;14;10;0;0;4;5;56;34;28;7;9;1;3;;;;;;;;;;;;;;;;;;;;
2014-410;Monte Carlo Masters;Clay;56;M;20140413;19;104098;;;Dmitry Tursunov;R;185;RUS;31.3374401095;33;1200;104898;;;Robin Haase;R;190;NED;27.022587269;50;947;6-1 5-7 6-3;3;R64;108;7;1;99;62;45;15;14;8;11;8;4;79;52;34;11;14;2;8;;;;;;;;;;;;;;;;;;;;
2015-5014;Shanghai Masters;Hard;56;M;20151011;12;106058;;;Jack Sock;R;185;USA;23.0472279261;33;1210;103997;;Q;Lukasz Kubot;R;190;POL;33.4072553046;614;48;6-4 6-2;3;R64;;10;3;57;35;29;11;9;1;1;4;3;66;43;25;12;9;5;8;;;;;;;;;;;;;;;;;;;;
2015-580;Australian Open;Hard;128;G;20150119;4;104269;31;;Fernando Verdasco;L;188;ESP;31.1786447639;33;1135;104868;;;James Ward;R;190;GBR;27.9425051335;103;539;2-6 6-0 7-6(6) 6-3;5;R128;162;13;6;123;82;63;15;17;6;9;6;4;121;75;49;18;18;8;14;;;;;;;;;;;;;;;;;;;;
2015-807;Acapulco;Hard;32;A;20150223;18;105238;5;;Alexandr Dolgopolov;R;180;UKR;26.2943189596;33;1165;104890;;;Andreas Haider Maurer;R;190;AUT;27.9260780287;57;838;6-2 6-3;3;R16;60;5;0;39;19;16;17;8;2;2;3;8;62;30;20;12;9;6;10;;;;;;;;;;;;;;;;;;;;
2015-573;Valencia;Hard;28;A;20151026;12;105449;;;Steve Johnson;R;188;USA;25.8370978782;33;1195;105373;;;Martin Klizan;L;190;SVK;26.2915811088;44;990;6-3 6-4;3;R32;;1;6;62;28;23;19;10;2;3;2;2;55;28;16;15;9;3;6;;;;;;;;;;;;;;;;;;;;
2015-2276;Zagreb;Hard;28;A;20150202;27;104198;3;;Guillermo Garcia Lopez;R;188;ESP;31.665982204;33;1155;104312;5;;Andreas Seppi;R;190;ITA;30.9486652977;40;1050;7-6(4) 6-3;3;F;97;5;1;69;32;24;23;11;1;2;4;1;60;29;19;20;10;3;5;;;;;;;;;;;;;;;;;;;;
2012-338;Sydney;Hard;28;A;20120109;5;104166;;;Alex Bogomolov Jr;R;178;RUS;28.7145790554;34;1135;104898;;;Robin Haase;R;190;NED;24.7611225188;52;881;6-4 1-6 6-4;3;R32;111;2;4;94;66;45;12;14;5;8;11;2;76;43;33;18;13;4;6;;;;;;;;;;;;;;;;;;;;
2012-500;Halle;Grass;28;A;20120611;14;104259;8;;Philipp Kohlschreiber;R;178;GER;28.6543463381;34;1175;103997;;;Lukasz Kubot;R;190;POL;30.0725530459;50;851;6-7(5) 6-1 6-3;3;R16;124;11;2;82;47;41;22;14;1;1;6;7;99;58;44;17;14;4;8;;;;;;;;;;;;;;;;;;;;
2012-308;Munich;Clay;28;A;20120430;18;104259;4;;Philipp Kohlschreiber;R;178;GER;28.5393566051;34;1155;105208;;;Ernests Gulbis;R;190;LAT;23.665982204;84;615;7-5 6-3;3;R16;97;6;0;56;37;31;14;11;1;1;8;2;72;37;27;18;10;5;7;;;;;;;;;;;;;;;;;;;;
2012-540;Wimbledon;Grass;128;G;20120625;67;104678;;;Viktor Troicki;R;193;SRB;26.3709787817;34;1190;105373;;;Martin Klizan;L;190;SVK;22.9568788501;62;728;6-4 4-6 5-7 7-6(3) 6-4;5;R64;227;18;7;169;104;81;31;27;11;16;5;5;162;103;73;32;27;5;10;;;;;;;;;;;;;;;;;;;;
2012-540;Wimbledon;Grass;128;G;20120625;5;104678;;;Viktor Troicki;R;193;SRB;26.3709787817;34;1190;104719;24;;Marcel Granollers;R;190;ESP;26.2039698836;23;1530;7-5 7-6(5) 3-6 2-6 8-6;5;R128;220;15;2;151;100;69;31;27;3;9;7;9;194;123;94;28;28;10;15;;;;;;;;;;;;;;;;;;;;
2012-418;Washington;Hard;32;A;20120730;12;104731;3;;Kevin Anderson;R;203;RSA;26.2012320329;34;1180;105132;;;Jurgen Zopp;R;190;EST;24.3367556468;82;615;6-3 6-2;3;R32;68;13;1;55;36;30;11;9;5;5;3;3;46;25;18;8;8;4;7;;;;;;;;;;;;;;;;;;;;
2013-568;St. Petersburg;Hard;32;A;20130916;22;104098;4;;Dmitry Tursunov;R;185;RUS;30.7624914442;34;1180;104505;;Q;Konstantin Kravchuk;R;190;RUS;28.5612594114;174;296;6-3 6-0;3;R16;67;1;5;46;28;22;11;8;4;5;5;4;49;27;15;5;7;4;9;;;;;;;;;;;;;;;;;;;;
2013-520;Roland Garros;Clay;128;G;20130527;36;103990;32;;Tommy Robredo;R;180;ESP;31.0718685832;34;1095;105132;;;Jurgen Zopp;R;190;EST;25.1608487337;166;315;6-3 6-2 6-1;5;R128;100;6;3;63;41;37;12;12;0;0;3;0;90;61;35;9;12;9;15;;;;;;;;;;;;;;;;;;;;
2013-520;Roland Garros;Clay;128;G;20130527;82;103990;32;;Tommy Robredo;R;180;ESP;31.0718685832;34;1095;104997;;;Igor Sijsling;R;190;NED;25.7741273101;62;762;6-7(2) 4-6 6-3 6-1 6-1;5;R64;180;12;4;146;91;67;28;23;3;6;9;4;143;75;51;30;22;6;14;;;;;;;;;;;;;;;;;;;;
2013-410;Monte Carlo Masters;Clay;56;M;20130414;45;105777;;;Grigor Dimitrov;R;188;BUL;21.916495551;34;1112;104252;;;Florian Mayer;R;190;GER;29.5277207392;30;1195;6-2 6-4;3;R16;67;4;2;47;30;24;10;9;2;3;1;3;55;36;20;8;9;3;7;;;;;;;;;;;;;;;;;;;;
2013-352;Paris Masters;Hard;48;M;20131028;3;104269;;;Fernando Verdasco;L;188;ESP;29.9520876112;34;1200;105208;;;Ernests Gulbis;R;190;LAT;25.1608487337;24;1431;7-6(3) 7-6(5);3;R64;114;3;5;82;48;39;19;12;5;6;8;5;107;64;44;21;12;10;11;;;;;;;;;;;;;;;;;;;;
2014-D011;Davis Cup WG QF: ITA vs GBR;Clay;4;D;20140404;4;104312;;;Andreas Seppi;R;190;ITA;30.1054072553;34;1150;104868;;;James Ward;R;190;GBR;27.1375770021;161;348;6-4 6-3 6-4;5;RR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014-339;Brisbane;Hard;28;A;20131229;16;104871;8;;Jeremy Chardy;R;188;FRA;26.8802190281;34;1175;103917;;;Nicolas Mahut;R;190;FRA;31.9397672827;50;918;7-5 6-7(4) 6-3;3;R16;122;10;3;85;45;39;26;17;1;3;12;6;102;53;39;23;16;4;8;;;;;;;;;;;;;;;;;;;;
2014-422;Cincinnati Masters;Hard;56;M;20140810;8;104269;;;Fernando Verdasco;L;188;ESP;30.7378507871;34;1100;104719;;;Marcel Granollers;R;190;ESP;28.3312799452;39;1045;5-7 6-3 7-6(5);3;R64;170;8;16;129;65;51;26;17;5;9;1;3;105;56;36;27;16;4;8;;;;;;;;;;;;;;;;;;;;
2015-438;Moscow;Hard;28;A;20151019;23;104259;4;;Philipp Kohlschreiber;R;178;GER;32.0082135524;34;1165;104898;;;Robin Haase;R;190;NED;28.5366187543;63;765;6-2 6-4;3;QF;;3;1;62;41;31;13;9;6;6;2;2;61;41;27;7;9;3;6;;;;;;;;;;;;;;;;;;;;
2012-451;Doha;Hard;32;A;20120102;4;104022;7;;Mikhail Youzhny;R;183;RUS;29.5222450376;35;1105;105208;;;Ernests Gulbis;R;190;LAT;23.3401779603;61;785;6-4 6-7(4) 6-2;3;R32;135;4;2;98;75;51;15;15;6;8;11;8;96;61;38;17;15;4;9;;;;;;;;;;;;;;;;;;;;
2012-402;Memphis;Hard;32;A;20120220;12;105683;4;;Milos Raonic;R;196;CAN;21.1498973306;35;1090;105208;;;Ernests Gulbis;R;190;LAT;23.4743326489;70;695;6-2 7-6(3);3;R32;90;15;5;68;37;31;18;10;4;4;7;7;66;34;24;17;10;1;3;;;;;;;;;;;;;;;;;;;;
2012-425;Barcelona;Clay;56;A;20120423;16;106071;15;;Bernard Tomic;R;193;AUS;19.5044490075;35;1145;105208;;;Ernests Gulbis;R;190;LAT;23.6468172485;86;615;6-3 6-4;3;R64;67;4;1;59;41;33;10;10;3;3;5;4;60;33;24;13;9;4;6;;;;;;;;;;;;;;;;;;;;
2014-341;Metz;Hard;28;A;20140915;6;104871;5;;Jeremy Chardy;R;188;FRA;27.5893223819;35;1105;103917;;WC;Nicolas Mahut;R;190;FRA;32.6488706366;93;610;7-6(5) 7-5;3;R32;99;8;1;64;37;33;17;12;0;1;4;3;72;44;32;16;12;1;3;;;;;;;;;;;;;;;;;;;;
2014-540;Wimbledon;Grass;128;G;20140623;87;105053;;;Santiago Giraldo;R;188;COL;26.5708418891;35;1118;104719;30;;Marcel Granollers;R;190;ESP;28.1971252567;30;1250;4-6 7-6(2) 1-6 6-1 7-5;5;R64;205;3;0;165;106;73;33;24;11;15;15;2;148;102;69;27;24;3;7;;;;;;;;;;;;;;;;;;;;
2014-5014;Shanghai Masters;Hard;56;M;20141005;21;104022;;;Mikhail Youzhny;R;183;RUS;32.2819986311;35;1135;105208;12;;Ernests Gulbis;R;190;LAT;26.0999315537;13;2455;6-4 6-1;3;R64;66;8;2;46;33;29;7;9;0;0;3;1;49;26;16;10;8;1;4;;;;;;;;;;;;;;;;;;;;
2015-540;Wimbledon;Grass;128;G;20150629;30;104338;;;Juan Monaco;R;185;ARG;31.2498288843;35;1170;104252;;;Florian Mayer;R;190;GER;31.7316906229;294;163;6-1 6-2 6-4;5;R128;;5;5;87;65;51;11;13;7;7;4;1;83;49;28;16;12;5;10;;;;;;;;;;;;;;;;;;;;
2015-560;US Open;Hard;128;G;20150831;47;105173;;;Adrian Mannarino;L;183;FRA;27.1704312115;35;1140;104505;;Q;Konstantin Kravchuk;R;190;RUS;30.5160848734;155;337;7-6(6) 6-4 6-1;5;R128;;9;2;112;60;48;26;15;8;11;10;3;107;57;34;24;14;5;11;;;;;;;;;;;;;;;;;;;;
2015-407;Rotterdam;Hard;32;A;20150209;6;104312;;;Andreas Seppi;R;190;ITA;30.9678302533;35;1145;104898;;WC;Robin Haase;R;190;NED;27.8466803559;90;580;6-7(5) 6-3 6-3;3;R32;135;9;0;96;64;48;13;15;4;7;9;4;113;75;47;15;15;5;11;;;;;;;;;;;;;;;;;;;;
